"ID","Lote","Categoria","Titulo","Prioridad","Estado","Problema que resuelve","Implementacion detallada","Archivos afectados","Pasos de test","Criterio de aceptacion","Dependencias","Riesgo","Esfuerzo"
"224","L3","Performance","IA repartida en el tiempo","Critica","Pendiente","Toda la IA se procesa cada frame para cada unidad. Con cincuenta o mas unidades el costo por frame se vuelve insostenible, y la mayoria de las decisiones no necesitan revisarse sesenta veces por segundo.","Repartir las unidades en grupos y procesar solo un grupo por frame, manteniendo el movimiento suave por frame y difiriendo solo la toma de decisiones y el sensado.","Ai/WorldSimulationDriver.cs. Ai/AiBrain.cs.","Medir el tiempo de Update con cincuenta unidades antes y despues, y verificar que el comportamiento observable no cambia.","El costo por frame baja proporcionalmente al reparto sin degradar el comportamiento.","Punto 222, punto 223","Medio. Repartir mal produce reacciones tardias o movimiento a tirones.","L"
"225","L3","Performance","Grilla espacial para el sensado","Critica","Pendiente","ActorRegistry.FindNearest recorre linealmente toda la lista de soldados. Cada unidad que busca enemigos consulta a todas las demas, asi que el costo crece con el cuadrado del numero de unidades. Con cincuenta contra cincuenta son miles de comparaciones por tick, y varios puntos del backlog dependen de esta misma consulta.","Grilla de celdas espaciales que indexe a los soldados por posicion, de modo que la busqueda de cercania solo recorra las celdas vecinas en vez de toda la lista.","Core/ActorRegistry.cs","Contar las comparaciones por tick con diez, veinticinco y cincuenta unidades y verificar que la curva deja de ser cuadratica.","El conteo de comparaciones deja de crecer cuadraticamente con las unidades.","Punto 222","Medio. Hay que mantener la grilla actualizada al moverse las unidades sin que esa actualizacion cueste mas que la busqueda.","L"
"226","L3","Performance","Grafo de waypoints estandarizado","Alta","Pendiente","Cada AiBrain guarda su propia copia de la ruta como un arreglo de posiciones. Con muchas unidades eso duplica memoria y hace imposible compartir o recalcular rutas de forma centralizada.","Grafo de waypoints unico de la escena, con las unidades guardando indices al grafo en vez de copias de puntos. Habilita ademas rutas compartidas y recalculo global.","Ai/AiBrain.cs. Estructura de grafo nueva. Editor/HeadlessTestRunner.cs.","Verificar que las rutas referencian el grafo compartido y medir la memoria usada con cincuenta unidades.","No hay duplicacion de puntos por unidad y las rutas se resuelven por indice.","Punto 227","Medio. Cambia como se definen las rutas en la construccion de escena.","L"
"227","L3","Performance","Campos de flujo para movimiento masivo","Alta","Pendiente","Si cada unidad calcula su propia ruta al mismo destino, se repite el mismo trabajo cincuenta veces. Es el problema clasico del movimiento masivo en RTS.","Calcular un unico campo de direcciones hacia el destino compartido y que cada unidad solo lea la direccion de su celda, convirtiendo el costo por unidad en una consulta trivial.","Sistema de navegacion nuevo. Ai/AiBrain.cs.","Medir el costo de ordenar movimiento a cincuenta unidades hacia el mismo destino antes y despues.","El costo no escala linealmente con la cantidad de unidades.","Punto 226","Alto. Es el cambio estructural mas grande del backlog.","XL"
"228","L3","Performance","Evitacion entre unidades","Alta","Pendiente","No hay ninguna separacion entre soldados. Se atraviesan entre si y se amontonan en el mismo punto, lo que ademas hace que la formacion del punto 117 no se sostenga al llegar.","Separacion local barata basada en la grilla espacial, que empuja a las unidades demasiado proximas sin recalcular rutas.","Actors/SoldierMotor.cs. Core/ActorRegistry.cs.","Mover cincuenta unidades al mismo punto y medir la distancia minima entre todos los pares al estabilizarse.","Ningun par queda por debajo de la distancia minima definida.","Punto 225","Medio. Mal calibrado produce empujones perpetuos o unidades trabadas.","L"
"229","L3","Performance","Pool de proyectiles dimensionado","Alta","Pendiente","ProjectilePool prellena veinticuatro proyectiles. Con cadencia sostenida y cincuenta unidades disparando eso se agota en el primer segundo, y cada agotamiento provoca instanciacion en pleno combate.","Dimensionar el prellenado en funcion de la cantidad de unidades y la cadencia esperada, y registrar un aviso cuando el pool se agote para detectar el problema en desarrollo.","Combat/ProjectilePool.cs","Disparar en rafaga masiva y leer FreeCount y la cantidad de instanciaciones ocurridas.","El pool no se agota y no hay instanciacion durante el combate.","Punto 90","Bajo","S"
"230","L3","Performance","Instanciado por GPU de soldados","Media","Pendiente","Cada soldado es un objeto con su propio material y draw call. Cincuenta unidades multiplican el costo de render sin aportar variedad visual.","Instanciado por GPU para los cuerpos identicos, con los colores por equipo resueltos como propiedades de instancia.","Actors/Soldier.cs. Materiales.","Medir la cantidad de draw calls con cincuenta soldados antes y despues del cambio.","Los draw calls bajan drasticamente para la misma cantidad de unidades.","Punto 164","Medio. El destello por daño debe pasar a propiedad de instancia o dejara de funcionar.","L"
"231","L3","Performance","LOD de UI del mundo","Alta","Pendiente","Barras de vida, anillos e indicadores tienen su propio LateUpdate y se actualizan siempre, esten o no visibles. Con cincuenta unidades y varios elementos por unidad son cientos de actualizaciones por frame invisibles para el jugador.","Desactivar los elementos de UI de mundo fuera de un radio y fuera del encuadre de camara, reevaluado a intervalo y no por frame.","Presentation/HealthBarView.cs. Presentation/SelectionRingFx.cs. Presentation/MinimapIcon.cs.","Alejar la camara y contar los elementos con actualizacion activa antes y despues.","Los elementos lejanos o fuera de encuadre dejan de actualizarse.","Punto 222","Bajo","M"
"232","L3","Performance","Reciclar anillos de seleccion","Alta","Pendiente","SelectionRingManager destruye y crea GameObjects en cada cambio de seleccion. Seleccionar y deseleccionar repetidamente con muchas unidades genera basura constante y tirones del recolector.","Pool de anillos reutilizados, activando y desactivando en vez de crear y destruir.","Presentation/SelectionRingManager.cs. Presentation/SelectionRingFx.cs.","Cambiar la seleccion muchas veces seguidas y contar las instanciaciones y destrucciones ocurridas.","Cero instanciaciones despues del llenado inicial del pool.","Punto 137","Bajo","M"
"233","L3","Performance","Iconos de minimapa por lote","Media","Pendiente","Cada MinimapIcon tiene su propio LateUpdate que reposiciona un cilindro. Con cincuenta unidades son cincuenta actualizaciones por frame para dibujar puntos de colores.","Un unico actualizador que reposicione todos los iconos, idealmente sobre un mesh procedural unico en vez de un objeto por unidad.","Presentation/MinimapIcon.cs","Contar los componentes con LateUpdate activo con cincuenta unidades antes y despues.","Un solo actualizador para todos los iconos.","Punto 231","Bajo","M"
"234","L3","Performance","Presupuesto global de efectos","Alta","Pendiente","Muchos de los efectos propuestos en este backlog generan objetos. Sin un tope global, un combate intenso puede disparar cientos simultaneos y hundir el rendimiento justo en el momento de mayor exigencia.","Presupuesto unico de particulas, escombros y decals que descarte lo menos importante al saturarse, por el que pasen todos los sistemas de efectos.","Sistema central de efectos nuevo. Todas las vistas de efectos.","Saturar de efectos simultaneos y contar los activos comparando contra el tope.","Nunca supera el tope definido y prioriza los mas relevantes.","Punto 137","Medio. Exige que todos los efectos pasen por el mismo sistema.","L"
"235","L3","Performance","Panel de diagnostico en vivo","Alta","Pendiente","Sin medicion no hay forma de saber si una mejora degrado el rendimiento ni de detectar la degradacion antes de que sea visible como tirones.","Panel activable con fotogramas por segundo, unidades activas, proyectiles en vuelo, efectos en curso y ocupacion de los pools.","UI nueva. Todos los sistemas con pool.","Activar el panel y comparar cada numero mostrado contra el estado real consultado por separado.","Los valores coinciden exactamente con el estado real de la escena.","Punto 229, punto 234","Bajo. Es la herramienta que valida todo el resto del bloque.","M"
